"actor_imdb_id","name","gender","birthday","actor_race"
"nm3111556","Jeanine Hill","f","undefined","-"
"nm6027596","Angelo King","m","undefined","-"
"nm0005126","Matt Lauer","m","1957-12-30","White"
"nm2701027","Dustin LaValley","m","1982-4-12","-"
"nm1796602","Sal Lizard","m","1955-3-23","-"
"nm3859455","Sean McGillen","m","1961-8-15","-"
"nm1228334","Don Money","m","1979-11-28","-"
"nm3305226","Paul Nicholasi","m","undefined","-"
"nm5286569","Enrique Novello","m","undefined","-"
"nm4320008","Speir Rahn","f","undefined","-"
"nm3164941","Frankie Ramos","m","undefined","-"
"nm3847473","Luis Rosa","m","undefined","-"
"nm2142691","Martin Soole","m","undefined","-"
"nm1302748","Tieg Thomas","m","undefined","-"
"nm3814994","Raul Torres","m","undefined","-"
"nm1559338","Jilon VanOver","m","1978-8-24","-"
"nm2450269","Bill Walters","m","1937-12-11","-"
"nm0000597","Bill Pullman","m","1953-12-17","White"
"nm0000156","Jeff Goldblum","m","1952-10-22","White"
"nm0001521","Mary McDonnell","f","1952-4-28","White"
"nm0002139","Judd Hirsch","m","1935-3-15","White"
"nm0005162","Robert Loggia","m","1930-1-3","White"
"nm0001642","Randy Quaid","m","1950-10-1","White"
"nm0171513","Margaret Colin","f","1958-5-26","White"
"nm0000407","Vivica A. Fox","f","1964-7-30","Black"
"nm0714310","James Rebhorn","m","1948-9-1","White"
"nm0001213","Harvey Fierstein","m","1954-6-6","White"
"nm0000284","Adam Baldwin","m","1962-2-27","White"
"nm0000653","Brent Spiner","m","1949-2-2","White"
"nm0001166","James Duval","m","1972-9-10","Multiracial"
"nm0004356","Lisa Jakub","f","1978-12-27","White"
"nm0004709","Giuseppe Andrews","m","1979-4-25","White"
"nm0046723","Ross Bagley","m","1988-12-5","Black"
"nm0810488","Bill Smitrovich","m","1947-5-16","White"
"nm0926165","Mae Whitman","f","1988-6-9","White"
"nm0001065","Harry Connick Jr.","m","1967-9-11","White"
"nm0912916","Kiersten Warren","f","1965-11-4","White"
"nm0832472","John Storey","m","undefined","-"
"nm0636839","Frank Novak","m","1945-3-4","-"
"nm0347957","Devon Gummersall","m","1978-10-15","-"
"nm0650702","Leland Orser","m","1960-8-6","White"
"nm0932415","Mirron E. Willis","m","1965-0-0","-"
"nm0480398","Ross Lacy","m","undefined","-"
"nm0657575","Vivian Palermo","f","undefined","-"
"nm0768620","Raphael Sbarge","m","1964-2-12","White"
"nm0395914","Bobby Hosea","m","1955-12-5","-"
"nm0491357","Dan Lauria","m","1947-4-12","White"
"nm0479801","Carlos Lacamara","m","1958-11-11","-"
"nm0675134","John Bennett Perry","m","1941-1-4","White"
"nm0932485","Troy Willis","m","undefined","-"
"nm0445551","Tim Kelleher","m","undefined","-"
"nm0928657","Wayne Wilderson","m","1966-1-30","-"
"nm0939127","James Wong","m","undefined","-"
"nm0058175","Thom Barry","m","undefined","Black"
"nm0403272","Jana Marie Hupp","f","1964-4-2","-"
"nm0664558","Matt Pashkow","m","undefined","-"
"nm0683986","Robert Pine","m","1941-7-10","White"
"nm0426767","Marisa Johnston","f","1970-1-25","-"
"nm0936041","Michael Winther","m","undefined","-"
"nm0912800","Dexter Warren","m","undefined","-"
"nm0496158","Paul LeClair","m","undefined","-"
"nm0882836","Michael Vacca","m","undefined","-"
"nm0151559","David Channell","m","undefined","-"
"nm0135306","John Capodice","m","1941-12-25","-"
"nm0628081","Eric Neal Newman","m","undefined","-"
"nm0653654","Levan Uchaneishvili","m","1958-12-15","-"
"nm0465311","Kristof Konrad","m","1975-4-26","-"
"nm0797393","Kevin Sifuentes","m","undefined","-"
"nm0725926","Elston Ridgle","m","1963-8-24","-"
"nm0644750","Randy Oglesby","m","undefined","-"
"nm0215916","Barry Del Sherman","m","1962-11-10","-"
"nm0911700","Lyman Ward","m","1941-6-21","-"
"nm0188266","Anthony Crivello","m","1955-8-2","-"
"nm0817620","Richard Speight Jr.","m","1970-9-4","-"
"nm0065077","Barbara Beck","f","0-10-2","-"
"nm0288738","Joe Fowler","m","1955-11-26","-"
"nm0912364","Andrew Warne","m","undefined","-"
"nm0851845","Sharon Tay","f","1966-10-15","-"
"nm0524257","Peter J. Lucas","m","1962-6-2","-"
"nm0200491","Yelena Danova","f","undefined","-"
"nm0003261","Johnny Kim","m","1968-9-25","-"
"nm0920459","Vanessa J. Wells","f","undefined","-"
"nm0136468","Jessika Cardinahl","f","1965-0-0","-"
"nm0686022","Ron Pitts","m","1962-10-14","-"
"nm0909910","Wendy L. Walsh","f","1966-4-30","-"
"nm0222608","Christine Devine","f","undefined","-"
"nm0860465","Mark Thompson","m","undefined","White"
"nm0025727","Ernie Anastos","m","undefined","-"
"nm0004668","Kevin Cooney","m","1945-10-2","-"
"nm0397555","Rance Howard","m","1928-11-17","White"
"nm0556335","Nelson Mashita","m","undefined","-"
"nm0680483","Jeff Phillips","m","1968-7-3","-"
"nm0046223","Sayed Badreya","m","undefined","-"
"nm0866608","Adam Tomei","m","1967-10-24","-"
"nm0103280","John Bradley","m","undefined","-"
"nm0065206","Kimberly Beck","f","1956-1-9","-"
"nm0240622","Thomas F. Duffy","m","undefined","-"
"nm0005080","Andrew Keegan","m","1979-1-29","White"
"nm0790398","Jon Shear","m","undefined","-"
"nm0682063","Jim Piddock","m","1956-4-8","White"
"nm0055594","Frederic W. Barnes","m","undefined","-"
"nm0166701","Eleanor Clift","f","1940-7-7","White"
"nm0242991","Jerry Dunphy","m","1921-6-9","-"
"nm0314595","Jack Germond","?","1930-1-30","White"
"nm0464935","Morton Kondracke","m","1939-4-28","White"
"nm0572349","John McLaughlin","m","1927-3-29","White"
"nm0634218","Barry Nolan","m","1947-6-17","-"
"nm0701216","George Putnam","m","1914-7-14","-"
"nm0954170","Eric Michael Zee","m","1966-2-5","-"
"nm0804361","Pat Skipper","m","1958-0-0","-"
"nm0487894","Carlos Lara","m","undefined","-"
"nm0599296","Mike Monteleone","m","undefined","-"
"nm0833843","Lee Strauss","f","1952-9-17","-"
"nm0823023","Lisa Star","f","undefined","-"
"nm0111866","Arthur Brooks","m","undefined","-"
"nm0595522","Michael Moertl","m","undefined","-"
"nm0431541","James J. Joyce","m","undefined","-"
"nm0169525","Joyce Cohen","f","1948-11-25","-"
"nm0602888","Julie Moran","f","1962-1-10","-"
"nm0343854","Robin Groth","f","undefined","-"
"nm0655367","Richard Pachorek","m","undefined","-"
"nm0012185","Jonathan Adler","m","undefined","-"
"nm6087845","Janette Andrade","f","undefined","-"
"nm0031617","T.D. Antoine","m","undefined","-"
"nm5524833","Kevin Ash","m","undefined","-"
"nm0042805","Erick Avari","m","1952-4-13","-"
"nm3425823","Greg Bronson","m","undefined","-"
"nm0205401","Roy Milton Davis","m","undefined","-"
"nm0002041","Dean Devlin","m","1962-8-27","-"
"nm0229981","Daren Dochterman","m","undefined","-"
"nm0257159","Volker Engel","m","1965-2-17","-"
"nm0295514","Bob Friend","m","1938-1-20","-"
"nm1477662","Jeffrey Gold","m","1968-3-13","-"
"nm0352727","Michael Haddad","m","undefined","-"
"nm0997020","Bart Hamatake","m","undefined","-"
"nm2338535","Andre Harper","m","undefined","-"
"nm2257993","Jay Hopkins","m","1967-12-18","-"
"nm0451247","Jonathan Khan","m","undefined","-"
"nm0528324","Jalil Jay Lynch","m","undefined","-"
"nm2209357","Darin Mangan","m","1973-11-20","-"
"nm6527825","Joe Martinez","m","undefined","-"
"nm0571833","Scott McKinley","m","1962-10-5","-"
"nm2882114","Karolyna Medina","f","undefined","-"
"nm0603162","Ralph Moratz","m","1931-10-10","-"
"nm1632074","Bryan Moss","m","undefined","-"
"nm0628586","Roy Newton","m","undefined","-"
"nm0683217","Gary Pike","m","0-7-31","-"
"nm2031440","Darla Rae","f","undefined","-"
"nm0741592","Nectar Rose","f","1974-0-0","-"
"nm0797934","Bonnie Silco","f","1967-3-31","-"
"nm1207759","Michael A. Valenzano","m","1980-6-23","-"
"nm0910145","Tracey Walter","m","1947-11-25","White"
"nm0999139","James With","m","1967-1-23","-"
"nm1083984","James Woodson","m","undefined","-"
"nm0000148","Harrison Ford","m","1942-7-13","White"
"nm0000125","Sean Connery","m","1930-8-25","White"
"nm0001186","Denholm Elliott","m","1922-5-31","White"
"nm0233145","Alison Doody","f","1966-11-11","White"
"nm0722636","John Rhys-Davies","m","1944-5-5","White"
"nm0002103","Julian Glover","m","1935-3-27","White"
"nm0000203","River Phoenix","m","1970-8-23","White"
"nm0126250","Michael Byrne","m","1943-11-7","-"
"nm0539616","Kevork Malikyan","m","1943-6-2","-"
"nm0248848","Robert Eddison","m","1908-6-10","-"
"nm0949985","Richard Young","m","undefined","-"
"nm0768488","Alexei Sayle","m","1952-8-7","-"
"nm0405033","Alex Hyde-White","m","1959-1-30","-"
"nm0561792","Paul Maxwell","m","1921-11-12","-"
"nm0086262","Isla Blair","f","1944-9-29","White"
"nm0229943","Vernon Dobtcheff","m","1934-8-14","White"
"nm0362657","J.J. Hardy","m","undefined","-"
"nm0339562","Bradley Gregg","m","1966-11-8","-"
"nm0641138","Jeff O'Haco","m","1954-8-16","-"
"nm0212605","Vince Deadrick Sr.","m","1932-8-8","-"
"nm0587185","Marc Miles","m","undefined","-"
"nm0343722","Ted Grossman","m","undefined","-"
"nm0386800","Tim Hiser","m","1955-9-23","-"
"nm0761625","Larry Sanders","m","undefined","White"
"nm0587262","Will Miles","m","undefined","-"
"nm0614899","David Murray","m","undefined","-"
"nm0415355","Frederick Jaeger","m","1928-5-29","-"
"nm0366617","Jerry Harte","m","undefined","-"
"nm0593165","Billy J. Mitchell","m","1942-0-0","-"
"nm0330434","Martin Gordon","m","undefined","-"
"nm0402105","Paul Humpoletz","m","undefined","-"
"nm0104375","Tom Branch","m","undefined","-"
"nm0189837","Graeme Crowther","m","undefined","-"
"nm0361326","Luke Hanson","m","undefined","-"
"nm0421010","Chris Jenkinson","m","undefined","-"
"nm0779622","Nicola Scott","f","undefined","-"
"nm0791050","Louis Sheldon","m","undefined","-"
"nm0435875","Stefan Kalipha","m","1940-0-0","-"
"nm0655217","Peter Pacey","m","1948-0-0","-"
"nm0730053","Pat Roach","m","1937-5-19","-"
"nm0740694","Suzanne Roquette","f","1942-8-31","-"
"nm0513468","Eugene Lipinski","m","1956-11-5","White"
"nm0540697","George Malpas","m","1926-0-0","-"
"nm0248329","Julie Eccles","f","1962-0-0","-"
"nm0021974","Nina Armstrong","f","1980-0-0","-"
"nm0479951","Ronald Lacey","m","1935-9-28","-"
"nm0004233","Nick Gillard","m","1959-0-0","-"
"nm1750488","Derek Lyons","m","1958-9-25","-"
"nm1537265","Lee Richards","f","undefined","-"
"nm0790410","Michael Sheard","m","1938-6-18","White"
"nm0864150","Tip Tipping","m","1958-2-13","-"
"nm0001009","Kate Capshaw","f","1953-11-3","White"
"nm0702841","Jonathan Ke Quan","m","1971-8-20","-"
"nm0700869","Amrish Puri","m","1932-6-22","Asian/Indian"
"nm0786022","Roshan Seth","m","1942-4-2","-"
"nm0832104","Philip Stone","m","1924-4-14","-"
"nm0152054","Roy Chiao","m","1927-3-16","-"
"nm0948118","David Yip","m","1951-6-4","-"
"nm0949521","Ric Young","m","undefined","-"
"nm0429727","Chua Kah Joo","m","undefined","-"
"nm0628970","Rex Ngui","m","undefined","-"
"nm0848883","Philip Tan","m","1960-0-0","-"
"nm0593052","Akio Mitamura","m","undefined","-"
"nm0945194","Michael Yama","m","undefined","-"
"nm0620730","D.R. Nanayakkara","m","1915-0-0","-"
"nm0476095","Dharmadasa Kuruppu","m","undefined","-"
"nm0211605","Stany De Silva","m","undefined","-"
"nm0210242","Ruby de Mel","f","undefined","-"
"nm0358232","Denavaka Hamine","f","1906-2-20","-"
"nm0784854","Iranganie Serasinghe","f","undefined","-"
"nm0659088","Dharshana Panangala","f","undefined","-"
"nm0802199","Raj Singh","m","undefined","-"
"nm0646227","Frank Olegario","m","1929-3-6","-"
"nm0252761","Ahmed El Shenawi","m","undefined","-"
"nm0720085","Arthur F. Repola","m","1953-8-13","-"
"nm0438903","Nizwar Karanj","m","undefined","-"
"nm0538369","Moti Makan","m","undefined","-"
"nm0593597","Mellan Mitchell","m","undefined","-"
"nm0080282","Bhasker Patel","m","1956-2-7","-"
"nm0659251","Arjun Pandher","m","undefined","-"
"nm0312151","Zia Gelani","m","undefined","-"
"nm0039974","Debbie Astell","f","undefined","-"
"nm0045258","Maureen Bacchus","f","undefined","-"
"nm0059110","Corinne Barton","f","undefined","-"
"nm0065971","Carol Beddington","f","undefined","-"
"nm0095526","Sharon Boone","f","undefined","-"
"nm0123808","Elizabeth Burville","f","undefined","-"
"nm0132706","Marisa Campbell","f","undefined","-"
"nm0142156","Christine Cartwright","f","undefined","-"
"nm0151208","Andrea Chance","f","undefined","-"
"nm0173301","Jan Colton","f","undefined","-"
"nm0197906","Louise Dalgleish","f","undefined","-"
"nm0236432","Lorraine Doyle","f","1958-0-0","-"
"nm0276377","Vanessa Fieldwright","f","undefined","-"
"nm0322084","Brenda Glassman","f","undefined","-"
"nm0332206","Elaine Gough","f","undefined","-"
"nm0352867","Sue Hadleigh","f","undefined","-"
"nm0368426","Sarah-Jane Hassell","f","undefined","-"
"nm0400918","Samantha Hughes","f","undefined","-"
"nm0456500","Julie Kirk","f","undefined","-"
"nm0481958","Deirdre Laird","f","undefined","-"
"nm0568041","Vicki McDonald","f","undefined","-"
"nm0573067","Nina McMahon","f","undefined","-"
"nm0551338","Julia Marstand","f","undefined","-"
"nm0553279","Gaynor Martine","f","undefined","-"
"nm0611871","Lisa Mulidore","f","undefined","-"
"nm0714675","Dawn Reddall","f","undefined","-"
"nm0782921","Rebekkah Sekyi","f","undefined","-"
"nm0806553","Clare Smalley","f","undefined","-"
"nm0819813","Lee Sprintall","m","undefined","-"
"nm0877985","Jenny Turnock","f","undefined","-"
"nm0919496","Ruth Welby","f","undefined","-"
"nm0066482","Dickey Beer","m","undefined","-"
"nm0304398","Sidney Ganis","m","1940-1-8","White"
"nm0000184","George Lucas","m","1944-5-14","White"
"nm0550881","Frank Marshall","m","1946-9-13","White"
"nm0642135","David Michael O'Neill","m","undefined","-"
"nm0694018","Anthony Powell","m","1935-6-2","White"
"nm0000229","Steven Spielberg","m","1946-12-18","White"
"nm0000476","Sally Kirkland","f","1941-10-31","White"
"nm0708260","Anthony Ramirez","m","undefined","-"
"nm0503266","Ray LePere","m","undefined","-"
"nm0715698","Steve Reed","m","undefined","-"
"nm0267141","Jodie Farber","f","undefined","-"
"nm0239505","Columbia Dubose","f","undefined","-"
"nm0575181","Randy Means","m","undefined","-"
"nm0000126","Kevin Costner","m","1955-1-18","White"
"nm0761587","Jay O. Sanders","m","1953-4-16","White"
"nm0606505","E.J. Morris","f","undefined","-"
"nm0671923","Cheryl Penland","f","undefined","-"
"nm0332216","Jim Gough","m","undefined","-"
"nm0751713","Perry R. Russo","m","1941-5-14","-"
"nm0519378","Mike Longman","m","undefined","-"
"nm0000799","Edward Asner","m","1929-11-15","White"
"nm0000493","Jack Lemmon","m","1925-2-8","White"
"nm0000352","Vincent D'Onofrio","m","1959-6-30","-"
"nm0000651","Sissy Spacek","f","1949-12-25","White"
"nm0674022","Pat Pierre Perkins","f","1925-4-29","-"
"nm0001431","Wayne Knight","m","1955-8-7","White"
"nm0740264","Michael Rooker","m","1955-4-6","White"
"nm0582418","Laurie Metcalf","f","1955-6-16","White"
"nm0344196","Gary Grubbs","m","1949-11-14","-"
"nm0694796","Beata Pozniak Daniels","f","1960-4-30","-"
"nm0397642","Tom Howard","m","undefined","-"
"nm0303344","John William Galt","m","1940-4-4","-"
"nm0000582","Joe Pesci","m","1943-2-9","White"
"nm0413999","Ron Jackson","m","undefined","-"
"nm0000527","Walter Matthau","m","1920-10-1","White"
"nm0518870","Amy Long","f","undefined","-"
"nm0472514","Scott Krueger","m","undefined","-"
"nm0832165","Sean Stone","m","1984-12-29","-"
"nm0204150","Allison Pratt Davis","f","undefined","-"
"nm0898546","Pruitt Taylor Vince","m","1960-7-5","White"
"nm0593668","Red Mitchell","m","1961-8-1","-"
"nm0902529","Ronald von Klaussen","m","undefined","-"
"nm0203788","John S. Davies","m","1953-6-29","-"
"nm0654682","Michael Ozag","m","undefined","-"
"nm0686470","Tony Plana","m","1952-4-19","White"
"nm0000169","Tommy Lee Jones","m","1946-9-15","White"
"nm0587401","Tomas Milian","m","1933-3-3","Hispanic"
"nm0032965","Raul Aranas","m","1947-10-1","-"
"nm0001006","John Candy","m","1950-10-31","White"
"nm0552554","John C. Martin","m","undefined","-"
"nm0000102","Kevin Bacon","m","1958-7-8","White"
"nm0017229","Henri Alciatore","m","undefined","-"
"nm0648205","Willem Oltmans","m","1925-6-10","-"
"nm0188687","Gail Cronauer","f","1948-12-23","-"
"nm0141632","Gary Carter","m","1958-11-10","White"
"nm0296151","Roxie M. Frnka","f","undefined","-"
"nm0590228","Zeke Mills","m","1918-8-22","-"
"nm0364099","James N. Harrell","m","1918-9-3","-"
"nm0714670","Ray Redd","m","undefined","-"
"nm0568375","Ellen McElduff","f","undefined","-"
"nm0638911","Sally Vahle","f","1965-4-4","-"
"nm0026910","Jo Anderson","f","1958-6-29","-"
"nm0673260","Marco Perella","m","undefined","-"
"nm0623605","Edwin Neal","m","1945-7-12","-"
"nm0517797","Spain Logue","m","1947-7-15","-"
"nm0184981","Darryl Cox","m","1955-4-8","-"
"nm0448245","T.J. Kennedy","m","undefined","-"
"nm0567177","Carolina McCullough","f","undefined","-"
"nm0308426","Jim Garrison","m","1921-11-20","White"
"nm0426666","J.J. Johnston","m","1933-10-24","-"
"nm0254602","R. Bruce Elliott","m","1949-9-3","-"
"nm0150280","Barry Chambers","m","undefined","-"
"nm0905463","Linda Flores Wade","f","undefined","-"
"nm0488937","William Larsen","m","1927-11-20","-"
"nm0317507","Alec Gifford","m","1928-0-0","-"
"nm0895957","Eric A. Vicini","m","undefined","-"
"nm0348621","Michael Gurievsky","m","undefined","-"
"nm0189387","Caroline Crosthwaite-Eyre","f","undefined","-"
"nm0588464","Helen Miller","f","undefined","-"
"nm0381041","Harold G. Herthum","m","1929-4-11","-"
"nm0864133","Wayne Tippit","m","1932-12-19","-"
"nm0245653","Dale Dye","m","1944-10-8","White"
"nm2060915","Norman Davis","m","undefined","-"
"nm0572739","Errol McLendon","m","undefined","-"
"nm0312171","Bruce Gelb","m","undefined","-"
"nm0235112","Jerry Douglas","m","1932-11-12","-"
"nm0531915","Ryan MacDonald","m","1930-9-4","-"
"nm0340558","Duane Grey","m","1921-10-4","-"
"nm0731849","George R. Robertson","m","1933-4-20","-"
"nm0364463","Baxter Harris","m","1940-11-18","-"
"nm0782715","John Seitz","m","1937-11-16","-"
"nm0734858","Alex Rodine","m","undefined","-"
"nm0832242","Sam Stoneburner","m","1929-2-24","-"
"nm0486400","Odin K. Langford","m","undefined","-"
"nm0348409","Bob Gunton","m","1945-11-15","White"
"nm0779609","Nathan Scott","m","undefined","-"
"nm0273562","Jorge Fernández","m","undefined","-"
"nm0056092","Roy Barnitt","m","1932-7-15","-"
"nm0818501","Alvin Spicuzza","m","undefined","-"
"nm0278201","John Finnegan","m","1926-8-18","-"
"nm0106477","Walter Breaux","m","undefined","-"
"nm0804359","Michael Skipper","m","undefined","-"
"nm0101363","Melodee Bowman","f","undefined","-"
"nm0108607","I.D. Brickman","m","undefined","-"
"nm0618848","Joseph Nadell","m","undefined","-"
"nm0732469","Chris Robinson","m","undefined","White"
"nm0540595","Peter Maloney","m","1944-11-23","-"
"nm0719602","Chris Renna","m","undefined","-"
"nm0213124","Dalton Dearborn","m","1926-10-1","-"
"nm0786674","Merlyn Sexton","m","undefined","-"
"nm0696765","Steve F. Price Jr.","m","undefined","-"
"nm1362448","Tom Bullock","m","undefined","-"
"nm0640160","Ruary O'Connell","m","undefined","-"
"nm0467069","Christopher Kosiciuk","m","undefined","-"
"nm0719426","John Reneau","m","undefined","-"
"nm0925469","Stanley White","m","undefined","-"
"nm0752116","Richard Rutowski","m","undefined","-"
"nm0092877","Bill Bolender","m","1940-11-14","-"
"nm0578403","Larry Melton","m","undefined","-"
"nm0266984","Carol Farabee","f","undefined","-"
"nm0591592","Willie Minor","m","undefined","-"
"nm0672064","Ted Pennebaker","m","undefined","-"
"nm0681942","Bill Pickle","m","undefined","-"
"nm0154517","Mykel Chaves","f","undefined","-"
"nm0141307","Price Carson","m","undefined","-"
"nm0321874","Gil Glasgow","m","1953-7-0","-"
"nm0651431","Bob Orwig","m","undefined","-"
"nm0074452","Loys T. Bergeron","m","undefined","-"
"nm0362812","Kristina Hare","f","undefined","-"
"nm0042169","Agnes Aurelio","f","undefined","-"
"nm0071459","David Benn","m","undefined","-"
"nm0109556","Johnny Brink","m","undefined","-"
"nm0000357","Lolita Davidovich","f","1961-7-15","White"
"nm0269850","Hugh Feagin","m","undefined","-"
"nm0413464","Doug Jackson","m","1954-6-1","-"
"nm0446404","George Kelly","m","undefined","White"
"nm0447504","Victor Kempster","m","undefined","-"
"nm0488662","John Larroquette","m","1947-11-25","White"
"nm0556835","Maria Mason","f","undefined","-"
"nm0726492","Ron Rifkin","m","1939-10-31","White"
"nm0820784","John St. Paul","m","undefined","-"
"nm0831374","Murray Stokes","m","undefined","-"
"nm0835238","Ann Strub","f","undefined","-"
"nm0846507","Gary Taggart","m","undefined","-"
"nm0876353","Henry Tull III","m","undefined","-"
"nm0001844","Frank Whaley","m","1963-7-20","White"
"nm0942269","Carolyn T. Wright","f","undefined","-"
"nm7563236","Debbie Adkins","f","undefined","-"
"nm4832195","Dan Andreiu","m","undefined","-"
"nm0063910","Kevin Beard","m","1970-4-7","-"
"nm0084311","Richard Bissell","?","1909-9-18","-"
"nm0091771","Hale Boggs","?","1914-2-15","White"
"nm0097138","Jeff Bornstein","m","1960-4-17","-"
"nm0105018","Willy Brandt","?","1913-12-18","White"
"nm0106871","Charles Brehm","?","1925-1-14","-"
"nm0108348","Leonid Brezhnev","?","1906-12-19","White"
"nm0118413","Raymond Buck","?","1894-7-13","-"
"nm1028427","Rebecca Bustamante","f","undefined","-"
"nm0127565","Earle Cabell","?","1906-10-27","-"
"nm0004242","Fidel Castro","m","1926-8-13","Hispanic"
"nm0174916","John Connally","?","1917-2-27","White"
"nm0174920","Nellie Connally","?","1919-2-24","-"
"nm0177945","Christopher E. Cooper","m","1970-4-3","-"
"nm0178170","John Sherman Cooper","?","1901-8-23","White"
"nm0004847","Walter Cronkite","m","1916-11-4","White"
"nm1125630","Douglas Cunningham","m","1965-7-16","-"
"nm1254478","Benjamin Dane","m","1962-7-20","-"
"nm0206427","J.C. Day","?","undefined","-"
"nm0208540","Charles de Gaulle","?","1890-11-22","White"
"nm2291794","Marie Del Marco","f","undefined","-"
"nm2443909","Craig Deroche","m","undefined","-"
"nm0628924","Ngo Dinh Diem","?","1901-1-3","-"
"nm1538885","Alan Donnes","m","undefined","-"
"nm0241343","Allen Dulles","?","1893-4-7","White"
"nm0252032","Dwight D. Eisenhower","?","1890-10-14","White"
"nm0258911","Ludwig Erhard","?","1897-2-4","White"
"nm7658674","Lena Evans","f","undefined","-"
"nm6686875","Orlando Gallegos","m","undefined","-"
"nm0316145","Sam Giancana","m","1908-6-15","White"
"nm0319627","Roswell Gilpatric","?","1906-11-4","-"
"nm0339494","William Greer","?","1909-9-22","-"
"nm0342830","Robert J. Groden","m","1945-11-22","-"
"nm0343063","Andrei Gromyko","?","1909-7-18","White"
"nm0362919","Bobby Hargis","m","1932-9-12","-"
"nm0384150","Clint Hill","?","1932-0-0","-"
"nm0388735","Jimmy Hoffa","?","1913-2-14","White"
"nm0393890","J. Edgar Hoover","m","1895-1-1","White"
"nm0398303","Richmond Hoxie","m","1946-7-21","-"
"nm0401921","Hubert H. Humphrey","m","1911-5-27","White"
"nm7014467","Jacquelyn Twodat Jackson","f","undefined","-"
"nm0413666","Jesse Jackson","m","1941-10-8","Black"
"nm0414260","Claudio Jacobellis","m","undefined","-"
"nm0425591","Lady Bird Johnson","?","1912-12-22","White"
"nm0425696","Lyndon Johnson","?","1908-8-27","White"
"nm6383482","Laurie Jenkins Jones","f","undefined","-"
"nm0445823","Roy Kellerman","?","1915-3-14","-"
"nm1790466","Chuck Kelley","m","undefined","-"
"nm0447882","John Kennedy Jr.","m","1960-11-25","White"
"nm0447952","Caroline Kennedy","?","1957-11-27","White"
"nm0448026","Ethel Kennedy","f","1928-4-11","White"
"nm0448080","Jacqueline Kennedy","?","1929-7-28","White"
"nm0448123","John F. Kennedy","?","1917-5-29","White"
"nm0448132","Joseph P. Kennedy","?","1888-9-6","White"
"nm0448305","Robert F. Kennedy","m","1925-11-20","White"
"nm0448312","Rose Kennedy","?","1890-7-22","White"
"nm0448356","Ted Kennedy","?","1932-2-22","White"
"nm0451979","Nikita Khrushchev","m","1894-4-17","White"
"nm0455052","Martin Luther King","?","1929-1-15","Black"
"nm0487065","Edward G. Lansdale","?","1908-0-0","-"
"nm0492444","Peter Lawford","m","1923-9-7","White"
"nm0501144","Curtis LeMay","?","1906-11-15","White"
"nm0517092","Henry Cabot Lodge","m","1902-7-5","White"
"nm0525978","Patrice Lumumba","?","1925-7-2","Black"
"nm0528601","Ada Lynn","f","1928-9-7","-"
"nm0531279","James MacArthur","m","1937-12-8","White"
"nm0551130","Robert Marshall","m","undefined","-"
"nm0551947","B.J. Martin","?","undefined","-"
"nm0565130","Eugene McCarthy","?","1916-3-29","White"
"nm0565943","John J. McCloy","?","1895-3-31","White"
"nm0570825","Tim McIntyre","m","undefined","-"
"nm0573726","Robert McNamara","?","1916-6-9","White"
"nm0602125","Mary Moorman","?","1932-8-5","-"
"nm0609118","Mohammed Mossadegh","?","1880-0-0","Middle Eastern"
"nm0628141","John M. Newman","m","undefined","-"
"nm0633268","Pat Nixon","f","1912-3-16","White"
"nm0633271","Richard Nixon","m","1913-1-9","White"
"nm0656624","Shah Mohammad Reza Pahlavi","?","1919-10-26","-"
"nm0694520","David F. Powers","?","1912-4-25","-"
"nm0694535","Francis Gary Powers","?","1929-8-17","White"
"nm2225362","John Lewis Puff","m","undefined","-"
"nm0734224","Nelson Rockefeller","?","1908-7-8","White"
"nm0740308","Carl Rooney","m","undefined","-"
"nm0741831","Johnny Roselli","?","1905-7-4","-"
"nm0748717","Roman Rudenko","?","1907-7-30","-"
"nm0751411","Richard Russell","?","1897-11-2","-"
"nm0753223","Douglas Rye","m","1950-11-6","-"
"nm1908927","Codie Scott","m","undefined","-"
"nm0782952","Haile Selassie","?","1892-7-23","Black"
"nm0000640","Martin Sheen","m","1940-8-3","White"
"nm0795250","David M. Shoup","m","1904-12-30","-"
"nm3453514","Logan Douglas Smith","m","1959-7-28","-"
"nm0828867","Adlai Stevenson","m","1900-2-5","White"
"nm0852877","Maxwell Taylor","?","1901-8-26","-"
"nm0905438","Henry M. Wade","?","1914-11-11","-"
"nm0910301","Mark Edward Walters","m","1974-5-1","-"
"nm0912811","Earl Warren","?","1891-3-19","White"
"nm0920278","John B. Wells","m","undefined","-"
"nm6584607","Jim White","m","undefined","-"
"nm0932431","Phillip L. Willis","?","1918-8-2","-"
"nm0932453","Rosemary Willis","?","1953-0-0","-"
"nm0936881","Louis Steven Witt","?","undefined","-"
"nm0944012","Angus G. Wynne III","m","1943-12-25","-"
"nm0944318","Malcolm X","?","1925-5-19","Black"
"nm0001702","Roy Scheider","m","1932-11-10","White"
"nm0001727","Robert Shaw","m","1927-8-9","White"
"nm0000377","Richard Dreyfuss","m","1947-10-29","White"
"nm0308882","Lorraine Gary","f","1937-8-16","White"
"nm0358069","Murray Hamilton","m","1923-3-24","White"
"nm0331956","Carl Gottlieb","m","1938-3-18","-"
"nm0469552","Jeffrey Kramer","m","1945-7-15","-"
"nm0045681","Susan Backlinie","f","1946-9-1","-"
